latitude,longitude,date,ALLSKY_SFC_SW_DWN_mean,ALLSKY_SFC_SW_DWN_min,ALLSKY_SFC_SW_DWN_max,ALLSKY_SFC_SW_DWN_std,RH2M_mean,RH2M_min,RH2M_max,RH2M_std,T2M_mean,T2M_min,T2M_max,T2M_std,T2M_MAX_mean,T2M_MAX_min,T2M_MAX_max,T2M_MAX_std,T2M_MIN_mean,T2M_MIN_min,T2M_MIN_max,T2M_MIN_std,WS2M_mean,WS2M_min,WS2M_max,WS2M_std,DEW POINT TEMPERATURE_mean,DEW POINT TEMPERATURE_min,DEW POINT TEMPERATURE_max,DEW POINT TEMPERATURE_std,DTR_mean,DTR_min,DTR_max,DTR_std,VPD_mean,VPD_min,VPD_max,VPD_std
43.20135,-2.13431,2011-07-15,20.044516129032257,5.68,29.53,6.619613982854131,80.1258064516129,66.29,91.71,6.733728667609843,16.373548387096776,13.55,20.41,1.7988626306051612,21.321935483870966,16.38,28.14,3.010938573370746,12.128709677419353,9.34,14.68,1.433008884864255,1.7548387096774194,0.76,3.35,0.5959750534275847,12.879548257580655,9.806146909270044,16.027622537304286,1.6491998046799878,9.193225806451611,5.299999999999999,14.830000000000002,2.768126636923193,0.37879491275740423,0.15871374460401672,0.7183977097939638,0.15621995932750452
43.30779,-2.99522,2011-07-15,20.044516129032257,5.68,29.53,6.619613982854131,74.17677419354838,63.95,86.75,6.30255267644262,18.927096774193547,17.13,20.72,1.0919860378062474,20.94225806451613,18.28,24.93,1.6762221534141153,17.047419354838706,15.02,18.65,0.9563842113007668,4.669677419354838,2.02,9.83,1.8757785203035164,14.172653841007667,11.096579670513847,17.21986420136975,1.5937660564650502,3.894838709677419,1.759999999999998,8.579999999999998,1.4385361532850025,0.5670200822826866,0.30017500702267186,0.8492373227689907,0.14965994129256108
43.42863,-3.89545,2011-07-15,19.970967741935485,4.22,29.46,6.648934115324588,74.27225806451614,64.15,87.07,6.484515406908597,18.428387096774195,16.36,20.72,1.2380189606505554,20.887096774193548,17.87,25.03,1.969023326830461,16.238064516129032,14.25,17.87,0.9687185394844549,4.581290322580647,2.07,9.59,1.848864938516086,13.70793133150257,10.5170862869624,16.904666996297514,1.6200071443890547,4.6490322580645165,1.8200000000000003,8.940000000000001,1.7223808631278663,0.5489698051422675,0.2860786283275366,0.876371848626031,0.15484678137860491
43.55671,-6.47065,2011-07-15,20.153225806451612,11.57,30.41,5.310892876208277,76.7009677419355,65.82,90.33,6.244605597111443,17.280967741935484,14.66,20.19,1.4426506850098597,21.597741935483878,16.19,27.11,2.5235698085378964,13.600000000000001,11.48,15.83,1.0707217945340997,2.148387096774193,0.99,3.24,0.6692802912237918,13.100665255173373,9.607532225078437,16.28644980695919,1.6747538099032224,7.997741935483871,3.1000000000000014,13.11,2.514618818900878,0.46353907287023427,0.1616444220556244,0.7131867868023365,0.13607277029595194
28.11818,-15.55454,2012-07-15,23.31,15.75,28.36,3.2622899141356165,83.67548387096774,77.17,89.05,3.3227561807687063,21.60322580645162,20.45,22.73,0.5868471642367687,23.011290322580646,21.64,24.19,0.7270388104096175,20.56612903225807,19.59,21.68,0.5270347813664972,7.7451612903225815,4.55,10.33,1.56109942847928,18.706936014824,16.61323811720673,20.449315560999644,1.052176886712797,2.4451612903225812,1.8399999999999999,3.66,0.39961974641822634,0.41994658080245256,0.2872243924466471,0.5629190319003482,0.0791137043576281
28.47143,-16.54286,2012-07-15,23.73516129032258,18.65,28.25,2.819633779660896,81.80387096774194,75.36,87.38,3.2572427261257424,21.542258064516133,20.29,23.12,0.6558211286300132,23.14709677419355,21.4,24.94,0.8822595388322882,20.34612903225806,19.48,21.68,0.5313444749807907,6.1574193548387095,3.55,8.69,1.51393946216791,18.285195148805126,16.16948679601379,19.964864592329036,1.0390723881774542,2.800967741935484,1.8000000000000007,4.209999999999997,0.6168617497578008,0.46708414823402084,0.3130897612707291,0.6022182624598693,0.0790900923767173
28.7,-18.0,2012-07-15,24.81709677419355,19.8,28.85,2.537068658458326,81.60032258064517,72.69,88.95,4.996708906464507,22.13774193548387,21.29,23.0,0.469273355081878,23.174516129032256,21.99,24.38,0.6064430335700631,21.321290322580648,20.28,22.07,0.4409062656252886,6.223225806451612,3.2,8.56,1.459340078645303,18.810666297283245,16.680190050487568,20.791805153366006,1.241353212293893,1.8532258064516134,0.740000000000002,3.0299999999999976,0.4541307691216913,0.4892572064119899,0.2962752321145833,0.7385027903147988,0.12869868788036268
36.59786,-5.94015,2012-07-15,29.456774193548387,25.04,31.85,1.7602151391543648,59.51129032258065,41.97,76.82,10.446051806068532,23.99032258064516,21.35,27.34,1.6297189226702469,28.035806451612906,23.57,34.6,2.799997435705679,20.155161290322578,17.63,22.03,1.17844860007456,3.702258064516129,1.41,8.41,1.6352798116637297,15.370110465768075,11.450733340015317,19.228298084250827,2.069892341408484,7.880645161290323,3.969999999999999,13.320000000000004,2.5167733252845172,1.2333860792521223,0.6174575022040821,2.082591065004307,0.40970202716002074
37.10579,-4.67189,2012-07-15,29.193548387096772,21.65,31.42,1.9375800476901792,38.01806451612904,23.58,64.6,11.486278046028504,26.037096774193547,22.93,29.52,1.620277143853119,33.59774193548386,29.66,37.69,2.1693386976255247,18.644516129032258,15.1,22.39,1.624201716992625,2.3706451612903225,1.38,3.66,0.667455135541302,10.02596171123957,3.75653269046578,17.901385258894706,3.8908418478843516,14.953225806451613,10.870000000000001,17.51,1.7298412888167853,2.112600395384243,1.1247374596322823,3.1543388047879466,0.5118251226481916
37.24434,-3.75542,2012-07-15,29.632580645161287,22.93,32.0,1.6946880343647142,34.95741935483871,22.88,61.11,9.707393579868084,25.883870967741935,22.31,29.29,1.4954245862055686,32.174193548387095,29.21,35.62,1.6815963502338087,19.49,15.14,22.56,1.6350712719989087,2.3403225806451613,1.54,3.55,0.5701866353813757,8.740530631452064,2.169187652747768,16.68218581498011,3.5501185016993344,12.684193548387098,10.030000000000001,14.899999999999999,1.0836193064211703,2.1904902909168857,1.2093828278540129,2.997541324256332,0.4416449506304969
37.45555,-2.25556,2012-07-15,28.757419354838703,25.31,31.61,1.5615459001691456,30.987419354838707,15.2,64.5,14.001292098840189,25.340322580645164,21.09,29.56,2.109720183052823,34.259677419354844,28.23,39.63,2.6678522035174095,16.63548387096774,13.35,19.79,1.6656565860474002,2.238709677419355,1.05,3.98,0.7463318553387926,5.676022431022447,-2.6489267356129362,15.046883115508097,5.12291940621265,17.624193548387098,12.89,20.75,1.8983554414002297,2.2858220242151317,0.9420335940349001,3.4648621886607693,0.665389441699333
37.50512,-5.81387,2012-07-15,29.48193548387097,25.83,31.82,1.5350515791582962,31.615806451612908,17.5,55.82,10.379030277965573,28.527096774193545,23.79,31.88,2.0566386505708416,37.810967741935485,32.05,42.03,2.5828533294672513,19.4058064516129,15.2,22.46,1.8476450123254953,2.471290322580645,0.9,3.88,0.6089109365219392,9.312186674563023,1.1724921439914964,16.2257558690407,4.32573339376031,18.405161290322578,14.759999999999998,22.340000000000003,1.8591723288009059,2.702859660786344,1.3017691939069995,3.867832085422599,0.6011539994124435
37.75169,-7.11385,2012-07-15,29.35967741935484,21.33,31.51,2.393340874406113,36.96741935483871,20.12,54.48,9.620975058808021,25.99451612903226,20.58,31.71,2.7889526750974825,35.26096774193549,28.19,41.44,3.2702869113933084,16.485806451612905,11.92,21.4,2.5039166406220845,3.007419354838709,1.25,4.68,0.9196877722004722,9.617526637737681,0.7828603666397573,15.690763912705128,3.1910170793154204,18.775161290322583,13.419999999999998,23.650000000000006,2.2454884819060044,2.178225478265713,1.284731104272464,3.5005416945487897,0.6332536195822795
37.81599,-4.99439,2012-07-15,29.193548387096772,21.65,31.42,1.9375800476901792,28.767419354838708,14.76,45.78,8.397932144761143,27.837741935483866,23.45,31.23,2.0857391506059546,36.56580645161289,30.49,40.93,2.5543066405879946,18.6658064516129,14.34,21.63,2.0041791404600415,2.406774193548387,0.95,4.01,0.7751644449749884,7.448579852503463,-0.26752826874420316,15.010201694418727,4.286832770879606,17.9,14.029999999999998,21.72,1.8243248861764128,2.6939214228828545,1.6780709630815553,3.7083678985891595,0.5078131609701861
38.03548,-3.86859,2012-07-15,29.696774193548393,22.35,31.8,1.9635474596838245,25.079032258064515,12.29,42.04,7.993521713616357,27.78096774193548,23.11,30.76,1.9570539986924549,36.28322580645161,30.81,39.87,2.2226261524439,19.00322580645161,14.8,21.77,1.9023709944761955,2.2132258064516135,1.03,3.31,0.6131009867706855,5.3456176782355795,-3.861172622754932,14.238745493433871,4.5256760714172435,17.279999999999998,14.440000000000001,19.430000000000003,1.3839914226845906,2.8172041778377728,1.8829512964491815,3.7540454849268525,0.46651064977964957
38.1893,-1.43707,2012-07-15,28.565483870967746,23.15,31.09,2.1664909024468617,49.80387096774193,22.6,69.19,12.923117490016486,26.371935483870967,23.54,30.64,1.74854486849151,33.93322580645162,29.06,40.16,2.8622080209976106,19.94870967741936,17.99,23.46,1.263798018609711,2.5835483870967737,1.81,3.98,0.45703496292527573,14.47197364198663,5.576102379211452,18.94123789778155,3.523920794345126,13.984516129032258,8.849999999999998,18.54,2.4818786312111305,1.766482489625905,0.9754111127545615,3.2803668246713005,0.6072942518327693
38.2,-0.88411,2012-07-15,26.895806451612902,21.09,30.42,2.2187191512709403,66.54935483870969,45.05,76.05,8.33763714322913,25.362258064516123,23.64,27.67,0.8920534834154698,28.628064516129033,26.46,32.65,1.4506848646356074,22.461935483870974,20.49,24.03,0.8444750969602695,3.01225806451613,1.66,5.48,0.9307600421071752,18.5432693837814,13.34074941141738,21.24187841650167,1.981609187069716,6.166129032258065,3.84,8.68,1.339662156302139,1.0899477761542828,0.7526870829013631,1.8701654213149526,0.30794914917232724
39.02606,-6.19655,2012-07-15,29.74064516129032,24.67,31.89,1.84906242237287,32.00096774193549,16.57,45.27,8.656072026874735,26.81064516129032,20.65,32.29,2.987059116323624,35.545806451612904,27.94,41.29,3.257664683227154,17.498709677419356,13.29,22.27,2.8311171190043076,2.681612903225807,1.43,4.2,0.7989270901135958,8.141876690699494,-0.49175039730296627,13.42591417163433,3.2896569529477815,18.047096774193548,14.370000000000001,21.92,1.9742457825685213,2.465156805669358,1.3613574550209104,3.8040084720072755,0.676477353219768
39.0489,-1.99314,2012-07-15,28.462258064516124,24.41,31.17,2.062661465315984,34.99451612903226,15.3,54.7,11.654691659117143,25.304516129032255,20.76,28.39,1.5669198030195075,34.32322580645161,26.97,37.62,2.114889438270526,16.60322580645161,12.43,19.47,1.4888735449602204,2.5012903225806458,1.04,3.88,0.787362858249936,7.92616153287116,-1.1289443169326783,14.809689184443636,4.897822084350571,17.720000000000002,12.229999999999999,20.909999999999997,1.937657381745353,2.116687286985735,1.3811991953288583,3.183000253614837,0.4892482198865513
39.26904,-4.16304,2012-07-15,29.770645161290325,22.57,32.04,2.0538962744860205,29.491290322580646,16.53,41.27,6.892726293305319,25.184838709677425,20.02,29.73,2.3425267182250744,33.29032258064515,26.18,38.38,2.677177719372216,16.753548387096775,11.88,21.05,2.4198927574039533,2.6374193548387104,1.17,4.22,0.6914685995340057,5.709787294919865,-0.9370716297480135,12.584331699569088,3.592813801723567,16.536774193548386,13.1,20.290000000000003,1.6626783427927636,2.286268359427408,1.4604266885460455,3.473001159681911,0.44446550774785437
39.3862,-0.58762,2012-07-15,26.52096774193549,22.03,30.72,2.243684117320051,50.84645161290323,27.2,64.47,9.9911950101842,25.95193548387097,22.93,30.06,1.6607060670085358,33.05387096774193,28.77,39.51,2.561618285657563,19.52806451612903,15.39,21.3,1.1780832419103193,2.305806451612903,1.26,3.46,0.5231034819819139,14.63597348109065,7.426549358592101,18.522084653878466,2.790662966510332,13.525806451612903,10.370000000000001,20.43,2.472763602430843,1.6759199893966013,1.1665471449129101,2.9727186606639253,0.4928756836629761
39.6437,-2.38957,2012-07-15,29.196129032258067,26.14,31.4,1.411379278302485,32.8541935483871,14.9,51.31,9.110965663275092,25.02548387096774,20.0,28.78,1.835098377796533,33.387741935483874,26.49,37.53,2.351611265984651,16.52064516129032,12.03,19.79,1.6533269205899825,2.568064516129032,1.32,4.05,0.7090812745392344,7.007329140134989,-2.433584964531865,14.4622939000984,4.356161965284656,16.867096774193552,12.509999999999998,20.18,1.689121156387941,2.1453406356516895,1.505853138477275,3.1127263927908353,0.40525099258703084
39.80093,-6.27123,2012-07-15,29.74064516129032,24.67,31.89,1.84906242237287,30.677096774193544,17.24,44.81,8.083662214435137,26.60387096774193,19.92,32.04,2.9930184110955826,34.75354838709678,27.38,40.69,3.1654776415687405,17.87677419354839,12.94,22.58,2.9564204457819008,2.5590322580645153,1.63,4.01,0.6849787132963291,7.369456629671661,1.4309079580095807,12.336251099118872,2.972047137244266,16.876774193548385,12.610000000000003,19.569999999999997,1.8379079746290334,2.4822500713840894,1.3215807169664116,3.902018788972543,0.6659703274775194
39.97782,-4.49185,2012-07-15,29.770645161290325,22.57,32.04,2.0538962744860205,27.486129032258063,14.9,40.7,6.407840297141718,26.52,21.59,30.77,2.27045824563265,34.68096774193549,28.24,39.99,2.6303959653336015,18.061612903225804,13.02,21.78,2.2362268001633896,2.342258064516129,1.14,3.41,0.5492206189150362,5.8547101492280325,-0.3956448431084412,13.595998205102989,3.416557963425346,16.619354838709675,13.479999999999997,19.879999999999995,1.8855801460008839,2.5419274198461057,1.7782027886044889,3.7734185260761883,0.4671386391125152
40.19028,-3.57747,2012-07-15,29.315483870967746,24.52,31.84,2.0687004471557584,28.15612903225806,15.02,39.35,6.625401595822802,26.211612903225806,21.31,30.47,2.1451582342932394,34.384516129032264,27.99,39.16,2.525854488069561,17.638709677419357,12.31,21.41,2.1324402830733833,2.4635483870967736,1.47,3.5,0.5998577701696315,5.921729221780589,-1.4328001121604628,12.779839831328035,3.661331262083372,16.745806451612903,12.239999999999998,19.81,1.7526731182149207,2.4688023366918457,1.7309860988852652,3.704108006368985,0.4335082559649873
40.36508,0.07989,2012-07-15,25.41322580645161,13.9,30.25,3.391830210198898,49.89516129032259,29.4,63.28,9.6826898658638,23.168709677419354,17.17,26.86,2.0601890641950624,30.762580645161282,22.07,35.78,2.650822109534999,15.919032258064517,9.53,19.24,2.106641348961176,3.0474193548387096,1.74,7.4,1.0023938049841248,11.816992725215522,7.513982306359152,16.319276573563197,2.759671044402752,14.843548387096776,9.780000000000001,18.96,2.0757828657456456,1.4498207261335607,0.8784786225873471,2.496529732360277,0.42298212549556513
40.73827,-1.00363,2012-07-15,28.349677419354837,21.11,31.98,2.726759253211399,42.118387096774185,19.95,59.9,9.525662824037646,20.80774193548387,13.04,25.04,2.2854994649683142,29.463870967741936,19.73,34.43,2.5399297392102933,11.98967741935484,5.03,16.05,2.391604244787097,2.7254838709677416,1.7,5.27,0.8090768882066628,7.052368708520959,-1.4068376613535174,12.163075104898873,3.107678636213893,17.4741935483871,11.920000000000002,21.439999999999998,2.2306266647240034,1.4518910815122,0.6021794515594912,2.3195808665068376,0.37801049896028943
40.86232,0.57098,2012-07-15,25.41322580645161,13.9,30.25,3.391830210198898,58.20225806451613,37.95,72.16,8.970137809448607,24.506129032258062,20.76,28.5,1.698079897469311,31.096774193548388,26.19,36.44,2.309854606647387,18.751612903225805,13.09,21.72,1.9412169391891256,2.9054838709677413,1.59,5.28,0.8231522365750845,15.561333377687316,10.166094133191422,20.215181682290908,2.5922529411393693,12.345161290322581,8.169999999999998,16.29,2.122802272967142,1.2993541316476074,0.8028761155943064,2.414600999100427,0.3571485993996367
40.97913,-4.85813,2012-07-15,28.87387096774194,21.02,31.87,2.7426825547725904,39.273870967741935,19.78,57.71,8.972592201925838,21.78741935483871,16.1,27.38,2.722477486197305,30.18129032258064,23.05,36.67,3.306500676268555,13.024516129032257,9.42,19.18,2.569674058293948,2.2764516129032257,1.1,3.61,0.6573924461870931,6.900058548152591,2.269245692003844,12.645874328692559,2.7459216678621248,17.156774193548383,12.41,21.200000000000003,2.571387710063004,1.6290096612528588,0.915698595511017,2.924500491073958,0.47422274424807453
40.99443,-5.5754,2012-07-15,29.185483870967747,20.9,31.86,2.8121508686065138,40.49677419354838,18.59,55.01,9.575979487371505,21.745483870967735,15.76,27.79,2.8776971513523004,30.16645161290322,22.74,37.08,3.4345197799148615,12.999677419354839,8.84,19.3,2.7846091795866976,2.3970967741935487,1.15,3.73,0.6390728846736324,7.2569474241017256,1.6435838457043015,12.314905586047479,2.7316590448594824,17.166774193548385,11.870000000000001,21.18,2.4603912449128296,1.6017322653239536,0.8462373667278954,3.039814243171047,0.5134773696781111
41.2211,-4.41308,2012-07-15,28.25774193548387,19.0,31.4,2.852551443857642,39.627096774193554,24.0,57.99,8.580497840112958,21.31,15.37,26.37,2.6420141388110356,29.56322580645161,22.37,35.53,3.231596416730336,12.633870967741935,8.51,18.02,2.5511587214558706,2.283870967741935,1.3,3.68,0.6680529118476288,6.659132696621387,2.6979456991037307,12.478406276730565,2.623142396116855,16.929354838709678,12.49,21.130000000000003,2.562562899915819,1.5690160603883652,0.9323165229402509,2.611106151222038,0.4320651073001005
41.58075,-2.86887,2012-07-15,28.026774193548388,21.61,31.47,2.704657138961245,44.36806451612902,32.55,64.57,6.845906909620704,20.70645161290323,14.81,25.3,2.371551211946412,29.53838709677419,22.19,34.91,3.0562301221985084,11.696129032258066,6.22,17.66,2.419595643929967,2.3806451612903223,1.53,3.83,0.5597172989417527,7.968423310433838,3.662381463837012,13.58085039533141,2.3588959493097814,17.84225806451613,11.87,22.53,2.8067266086997766,1.3809055974682638,0.8218095982373678,2.1586995892220173,0.3138458166808698
41.65781,-5.10557,2012-07-15,28.493548387096777,19.99,31.76,2.878342431137146,43.28387096774194,24.56,62.17,7.682386506481145,21.69387096774194,16.67,27.35,2.5359717580336385,29.903870967741934,23.22,36.59,3.2443615380845414,13.183548387096772,9.42,19.08,2.517559684255315,2.398387096774193,1.21,3.91,0.7658353936428425,8.407035325712668,4.2776884133503685,13.655650378967971,2.2775978392989473,16.72032258064516,10.209999999999997,22.099999999999994,2.906234104495933,1.506347350100412,0.946047842702827,2.7454179042569957,0.41471789016599264
41.74448,0.71416,2012-07-15,26.83032258064517,16.92,30.68,3.2466543413290485,53.10096774193548,37.64,68.92,8.521916850416403,24.596774193548388,19.55,28.34,2.078917812611189,32.45064516129032,25.95,37.72,2.842209426216968,17.370967741935484,11.18,21.06,2.171846775975289,2.5087096774193554,1.25,3.9,0.7110589192750072,14.206713232539446,7.605457458701676,18.978350417114275,2.6424762980079786,15.079677419354839,10.11,19.89,2.075733036273502,1.4710288162749474,0.8652825408735259,2.404232880525997,0.3761486259669863
41.82753,-5.74309,2012-07-15,28.493548387096777,19.99,31.76,2.878342431137146,47.34935483870968,33.96,64.02,6.5698023417431175,20.961935483870963,15.39,26.25,2.5209949640451277,29.62580645161291,21.93,36.98,3.4397109539044104,12.356129032258066,7.48,18.51,2.4602775576690594,2.28516129032258,1.02,3.87,0.6489488819658962,9.17023438719993,4.937854730507187,13.369753230347492,1.9458033255167264,17.26967741935484,10.6,22.48,2.9837370850522205,1.335807257161427,0.7742974278583897,2.21982251345396,0.3502251565385102
41.84807,-3.87632,2012-07-15,28.58838709677419,21.18,31.61,2.682286093776308,51.49354838709677,35.66,70.79,7.450511802462059,19.609677419354842,14.01,24.68,2.470355183906032,27.907741935483866,20.67,34.08,3.252828753737989,11.345161290322585,6.66,17.19,2.3860980037841806,2.5248387096774194,1.71,3.73,0.5911490776867947,9.173779163714935,5.211837818688064,14.578588711533326,2.258251564892595,16.562580645161294,10.190000000000001,22.46,3.0268060113910726,1.1312503670502945,0.6267989410604174,1.9337331837878853,0.31305358401676836
41.86077,-1.07946,2012-07-15,27.889354838709675,19.04,31.19,2.6941967927307124,50.88354838709676,35.36,63.6,6.036480254300673,22.638064516129035,16.53,27.7,2.581852822264985,31.289677419354838,20.96,37.34,3.8646265803592392,14.584193548387097,9.82,18.8,2.24678950044574,3.2493548387096776,1.6,6.45,1.1442477046397608,11.822481176012284,7.527047957997343,15.32480302399796,2.097589332060538,16.705483870967743,9.190000000000001,23.03,3.325582014266198,1.3786238991021276,0.7769426656021856,2.400990345437252,0.34382984214322104
41.86705,-0.05219,2012-07-15,27.872580645161293,16.43,30.54,2.7594225292820345,47.70483870967743,31.25,68.74,9.462825695069933,23.827096774193546,19.13,28.07,2.1698062847211506,31.39645161290322,23.22,36.8,3.0315827319342468,16.314193548387095,10.76,20.14,2.236715296450966,2.1470967741935483,1.2,4.01,0.6701236936777447,11.765256911524713,5.994416521430522,16.920268547419486,2.907908541691527,15.082258064516129,8.89,19.7,2.437711393218752,1.570231525126931,0.7731504228132934,2.6093127427758716,0.4097385359561267
41.90971,2.24778,2012-07-15,25.59806451612904,7.36,30.17,4.256493649635349,56.03387096774193,34.61,69.46,8.50514367230657,22.343225806451617,18.57,26.49,1.9990036019538204,29.032258064516125,22.97,34.55,2.8703407796753377,15.49193548387097,11.35,19.26,1.8827063899281744,0.7919354838709679,0.55,1.47,0.18353903258661464,12.945449636006682,6.291663190611193,15.916489476801516,2.1618561449042972,13.54032258064516,9.169999999999998,20.820000000000004,2.6266960528401926,1.2109327464701958,0.7311555000870986,2.262522815047396,0.35091215171773843
42.16169,2.87706,2012-07-15,24.12032258064516,6.54,30.55,5.222661837620284,62.83903225806451,46.41,79.06,7.731794998717001,23.29,19.93,26.19,1.4544481272423264,27.22870967741936,22.19,30.44,1.8628728108116202,19.25516129032258,16.69,22.13,1.4515106057144609,3.356129032258065,2.12,7.67,1.1142817082255996,15.690493054306758,10.499460583201396,20.357636680667788,2.2480322226824216,7.973548387096773,5.140000000000001,12.030000000000001,1.1990145103566452,1.068685901147309,0.5611067532935247,1.7550996309001494,0.2587260173934191
42.19387,-7.78684,2012-07-15,23.782258064516125,9.9,30.68,5.606997764704629,54.58096774193548,31.1,77.18,12.946071855309254,19.51903225806452,13.32,25.93,3.688224815447399,27.82290322580645,18.86,36.03,4.784076540511602,11.715806451612902,6.04,18.17,2.9787741299698665,1.1096774193548384,0.61,1.78,0.26109550682396443,9.63184233405851,5.830684701446437,13.698247358652253,1.8498638230754052,16.107096774193547,10.019999999999998,23.019999999999996,3.3991357474135144,1.1149852793647033,0.39207117242182105,2.3064656545823836,0.5478259736851916
42.27149,-1.97541,2012-07-15,26.02322580645161,20.89,30.65,2.8102340473035956,62.3958064516129,47.58,76.58,6.5171564025610325,19.69677419354839,14.57,25.51,2.6235796613280162,27.74774193548387,19.09,34.61,4.139518212325789,12.658064516129036,8.93,17.78,2.086740658654743,2.6670967741935483,1.77,4.3,0.6384618287445128,12.205141560669404,8.410003945527931,16.206610287013362,1.8273417843575417,15.089677419354837,6.979999999999999,21.65,3.587521818632959,0.8901782674168899,0.4379591600713185,1.6428280833627946,0.28420132931981884
42.4113,-5.68645,2012-07-15,26.788709677419355,18.61,31.51,3.3834213853068182,52.599999999999994,34.74,66.92,7.800188169773276,19.237096774193553,13.2,25.01,2.8678205657060154,27.97225806451613,18.65,35.51,3.9115616134714477,10.94032258064516,5.52,17.14,2.695140769405092,2.038064516129032,1.19,3.46,0.544351756263674,9.10818419293334,5.420372898951434,13.194796738247177,1.7931159132896946,17.031935483870967,10.11,22.14,3.124843654777853,1.0964263569737953,0.5557007082181997,1.9493440393356587,0.37111615850488977
42.41262,-4.67343,2012-07-15,26.648709677419355,18.61,30.46,3.1130067841708033,58.63451612903226,41.81,75.58,6.959424725349384,18.313548387096777,13.61,23.73,2.436350454672166,26.716451612903228,21.16,33.75,3.362466019386613,10.842903225806456,7.02,16.37,2.135994432680293,2.3806451612903223,1.31,3.54,0.6764372296838734,9.946197930054774,6.006125560656068,13.990186041707307,1.918192757195183,15.873548387096776,9.66,22.180000000000003,2.9470505193816616,0.8935569959682268,0.47439432876808457,1.6176812949335906,0.2742165753037042
42.4273,-1.73358,2012-07-15,26.02322580645161,20.89,30.65,2.8102340473035956,62.3958064516129,47.58,76.58,6.5171564025610325,19.69677419354839,14.57,25.51,2.6235796613280162,27.74774193548387,19.09,34.61,4.139518212325789,12.658064516129036,8.93,17.78,2.086740658654743,2.6670967741935483,1.77,4.3,0.6384618287445128,12.205141560669404,8.410003945527931,16.206610287013362,1.8273417843575417,15.089677419354837,6.979999999999999,21.65,3.587521818632959,0.8901782674168899,0.4379591600713185,1.6428280833627946,0.28420132931981884
42.72535,-8.29535,2012-07-15,24.078387096774197,9.73,30.41,5.392559447845075,64.85516129032258,43.95,87.75,12.407205989176466,18.601935483870967,13.54,24.61,3.574381443762695,26.250645161290322,17.35,35.3,5.389761461885393,11.500645161290322,7.55,17.52,2.365861959112019,0.08516129032258063,0.03,0.3,0.057858055883283285,11.534362889871133,8.129331853765503,15.274625544651864,1.5336582073696772,14.75,7.67,22.4,4.077712040332295,0.824049315540166,0.20917405415376533,1.7201620090017122,0.44804822468613714
42.9655,-2.75258,2012-07-15,24.504838709677426,14.64,30.72,4.569869674832442,75.28612903225807,63.66,86.94,6.6759233636661985,17.134193548387096,12.89,23.39,2.3516456478095513,22.630645161290325,16.09,31.32,3.6576318228477898,12.50516129032258,9.64,16.57,1.5988945192422332,1.696774193548387,1.08,2.45,0.420739648995971,12.65064740384407,9.03425291490273,16.7700984093062,1.7476667350018351,10.125483870967743,5.330000000000002,16.29,3.133143159223892,0.5007595154386005,0.22866558987301142,0.9656058907802854,0.1984980955312474
43.08895,-8.59496,2012-07-15,22.48451612903226,12.32,30.02,5.585100477745593,75.30225806451612,62.34,87.35,7.518730464936912,17.72967741935484,14.44,22.86,2.467854604216916,23.007741935483875,17.48,31.24,4.061252555616244,12.72161290322581,9.78,16.8,1.6175929883510682,0.6180645161290322,0.26,0.94,0.14563364009730606,13.209409518299765,9.653342310109906,16.524911559631366,1.575873889141451,10.286129032258065,6.08,17.18,3.2141588749894208,0.5250793015108357,0.23838160348384416,0.9598670073845765,0.2324420623307179
43.11323,-7.572,2012-07-15,21.44225806451612,12.5,30.23,4.893409464930072,63.04967741935484,43.07,80.29,9.867826012781254,18.568709677419356,13.68,24.86,3.1118947054243793,26.614838709677425,18.31,36.33,4.792181718084856,11.306774193548387,7.51,16.65,2.162033670915589,0.04903225806451613,0.01,0.22,0.05805196997072356,11.176472987303644,7.486046350901095,14.16773859327317,1.486060295719354,15.308064516129033,9.139999999999999,23.46,3.8696740042364652,0.8406199462539015,0.34665270192530917,1.7884314756746278,0.38576450474393564
43.20135,-2.13431,2012-07-15,21.61225806451613,11.93,29.21,4.873538629385468,75.44193548387098,63.53,87.09,6.309046970284579,17.315806451612907,12.94,23.64,2.389055386540542,23.42838709677419,15.96,31.98,3.8001656133471036,12.358709677419359,10.13,16.25,1.5454610794099164,1.6587096774193546,0.95,2.57,0.4105287065950512,12.864669096784473,9.3559391046283,17.128499921586553,1.7672538298723628,11.06967741935484,5.279999999999998,16.910000000000004,3.2933064901216245,0.5032167812133553,0.21193546531963406,0.9653670983608102,0.19474212614135425
43.30779,-2.99522,2012-07-15,21.61225806451613,11.93,29.21,4.873538629385468,73.08806451612904,62.12,81.44,4.932409879728581,19.1658064516129,16.62,24.12,1.7363268129153278,21.47290322580645,18.06,28.05,2.34245142277361,17.09032258064516,15.18,20.59,1.2436742750388223,3.3851612903225807,1.6,5.87,1.0853002289176288,14.18701108251169,10.720308366821367,17.64191244526125,1.6361251411017412,4.3825806451612905,2.210000000000001,8.77,1.663594956406225,0.6050096436663789,0.3733116521861803,1.0233650033817936,0.15202557957303225
