District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),latitude,longitude
Thoai_Son,10.262836,105.117192,WS,T,2022-04-22,6.0,6400,10.262836,105.117192
Thoai_Son,10.265977,105.125368,WS,T,2022-04-22,2.0,8000,10.265977,105.125368
Thoai_Son,10.270486,105.19207,WS,T,2022-04-22,3.2,8000,10.270486,105.19207
Thoai_Son,10.279364,105.19089,WS,T,2022-04-22,3.0,7200,10.279364,105.19089
Thoai_Son,10.281814,105.114918,WS,T,2022-04-22,5.0,6640,10.281814,105.114918
Thoai_Son,10.283009,105.129752,WS,T,2022-04-22,6.0,7600,10.283009,105.129752
Thoai_Son,10.284027,105.15814,WS,T,2022-04-22,3.2,8000,10.284027,105.15814
Thoai_Son,10.284175,105.143442,WS,T,2022-04-22,1.26,8000,10.284175,105.143442
Thoai_Son,10.286013,105.107472,WS,T,2022-04-22,2.3,7600,10.286013,105.107472
Thoai_Son,10.262288,105.409359,SA,T,2022-07-05,2.3,6000,10.262288,105.409359
Thoai_Son,10.270666,105.424059,SA,T,2022-07-05,1.7,6000,10.270666,105.424059
Thoai_Son,10.282741,105.414218,SA,D,2022-07-05,2.9,5600,10.282741,105.414218
Thoai_Son,10.292251,105.405536,SA,D,2022-07-05,1.26,5600,10.292251,105.405536
Thoai_Son,10.303175,105.416814,SA,D,2022-07-05,2.0,6240,10.303175,105.416814
Chau_Thanh,10.434624,105.327551,SA,T,2022-07-10,2.53,6600,10.434624,105.327551
Chau_Thanh,10.436532,105.313783,SA,T,2022-07-10,1.32,5500,10.436532,105.313783
Chau_Thanh,10.439647,105.334052,SA,T,2022-07-10,2.42,6500,10.439647,105.334052
Chau_Thanh,10.442271,105.339057,SA,T,2022-07-10,2.53,6000,10.442271,105.339057
Chau_Thanh,10.444036,105.331928,SA,T,2022-07-10,2.42,6000,10.444036,105.331928
Chau_Thanh,10.446006,105.338972,SA,T,2022-07-10,2.2,5500,10.446006,105.338972
Chau_Thanh,10.447125,105.31374,SA,T,2022-07-10,2.75,6400,10.447125,105.31374
Thoai_Son,10.257715,105.375007,SA,T,2022-07-12,1.65,6000,10.257715,105.375007
Thoai_Son,10.275826,105.364451,SA,T,2022-07-12,2.1,6800,10.275826,105.364451
Thoai_Son,10.303437,105.381252,SA,T,2022-07-12,2.1,6000,10.303437,105.381252
Thoai_Son,10.3037,105.354593,SA,T,2022-07-12,4.0,6400,10.3037,105.354593
Thoai_Son,10.314233,105.359823,SA,D,2022-07-12,1.52,6800,10.314233,105.359823
Thoai_Son,10.31856,105.374468,SA,D,2022-07-12,1.4,5600,10.31856,105.374468
Thoai_Son,10.320676,105.364971,SA,D,2022-07-12,2.1,6400,10.320676,105.364971
Thoai_Son,10.331447,105.158675,SA,T,2022-07-12,4.0,6400,10.331447,105.158675
Thoai_Son,10.334417,105.375498,SA,D,2022-07-12,3.0,6000,10.334417,105.375498
Thoai_Son,10.34297,105.382435,SA,D,2022-07-12,1.87,6400,10.34297,105.382435
Thoai_Son,10.35091,105.142796,SA,T,2022-07-12,1.97,5600,10.35091,105.142796
Thoai_Son,10.35853,105.127583,SA,T,2022-07-12,4.2,5600,10.35853,105.127583
Thoai_Son,10.364419,105.164984,SA,T,2022-07-12,7.8,5600,10.364419,105.164984
Thoai_Son,10.368598,105.136423,SA,T,2022-07-12,1.72,5600,10.368598,105.136423
Chau_Phu,10.533759,105.243145,SA,T,2022-07-13,2.8,5500,10.533759,105.243145
Chau_Phu,10.548011,105.248097,SA,T,2022-07-13,2.03,5500,10.548011,105.248097
Chau_Thanh,10.37346,105.184697,SA,T,2022-07-14,1.65,5500,10.37346,105.184697
Chau_Thanh,10.375619,105.124248,SA,T,2022-07-14,1.87,6000,10.375619,105.124248
Chau_Thanh,10.378511,105.144998,SA,T,2022-07-14,1.65,6000,10.378511,105.144998
Chau_Thanh,10.379507,105.154892,SA,T,2022-07-14,1.32,6500,10.379507,105.154892
Chau_Thanh,10.381544,105.174719,SA,T,2022-07-14,2.2,6400,10.381544,105.174719
Chau_Thanh,10.389374,105.169781,SA,T,2022-07-14,2.09,6000,10.389374,105.169781
Chau_Thanh,10.391295,105.178235,SA,T,2022-07-14,2.09,6700,10.391295,105.178235
Chau_Thanh,10.391781,105.161155,SA,T,2022-07-14,1.87,6400,10.391781,105.161155
Chau_Thanh,10.395094,105.169245,SA,T,2022-07-14,3.85,6000,10.395094,105.169245
Chau_Thanh,10.395734,105.143745,SA,T,2022-07-14,1.76,6000,10.395734,105.143745
Chau_Thanh,10.396044,105.180167,SA,T,2022-07-14,1.32,6000,10.396044,105.180167
Chau_Phu,10.44784,105.141425,SA,D,2022-07-14,2.0,6600,10.44784,105.141425
Chau_Phu,10.461453,105.172294,SA,D,2022-07-14,2.25,5500,10.461453,105.172294
Chau_Phu,10.467778,105.163448,SA,D,2022-07-14,4.9,5500,10.467778,105.163448
Chau_Phu,10.522871,105.184845,SA,T,2022-07-14,2.5,5500,10.522871,105.184845
Chau_Phu,10.524439,105.254678,SA,D,2022-07-14,4.0,5500,10.524439,105.254678
Chau_Phu,10.535058,105.252744,SA,D,2022-07-14,3.3,6400,10.535058,105.252744
Chau_Phu,10.536277,105.293087,SA,T,2022-07-14,2.0,6500,10.536277,105.293087
Chau_Thanh,10.384444,105.3447,SA,T,2022-07-15,2.09,5500,10.384444,105.3447
Chau_Thanh,10.390554,105.336857,SA,T,2022-07-15,3.3,5500,10.390554,105.336857
Chau_Thanh,10.391149,105.359279,SA,T,2022-07-15,2.035,5500,10.391149,105.359279
Chau_Thanh,10.391491,105.34899,SA,T,2022-07-15,2.2,6000,10.391491,105.34899
Chau_Thanh,10.399353,105.356462,SA,T,2022-07-15,2.2,5500,10.399353,105.356462
Chau_Thanh,10.405902,105.36283,SA,T,2022-07-15,2.53,6500,10.405902,105.36283
Chau_Thanh,10.409367,105.355252,SA,T,2022-07-15,2.42,5500,10.409367,105.355252
Chau_Thanh,10.419561,105.277369,SA,T,2022-07-15,1.43,5500,10.419561,105.277369
Chau_Thanh,10.420981,105.295797,SA,T,2022-07-15,1.76,6000,10.420981,105.295797
Chau_Thanh,10.43531,105.292557,SA,T,2022-07-15,1.87,5500,10.43531,105.292557
Chau_Thanh,10.458369,105.270803,SA,T,2022-07-15,1.87,6400,10.458369,105.270803
Chau_Phu,10.467721,105.192464,SA,D,2022-07-15,1.95,6400,10.467721,105.192464
Chau_Phu,10.469839,105.211568,SA,T,2022-07-15,4.0,5500,10.469839,105.211568
Chau_Thanh,10.470013,105.264425,SA,T,2022-07-15,1.54,5500,10.470013,105.264425
Chau_Thanh,10.470305,105.287062,SA,T,2022-07-15,1.43,5500,10.470305,105.287062
Chau_Phu,10.476738,105.227333,SA,T,2022-07-15,4.0,6000,10.476738,105.227333
Chau_Phu,10.48195,105.238448,SA,T,2022-07-15,2.0,6600,10.48195,105.238448
Chau_Thanh,10.485812,105.267525,SA,T,2022-07-15,2.2,5500,10.485812,105.267525
Chau_Phu,10.485917,105.210104,SA,T,2022-07-15,5.0,6000,10.485917,105.210104
Chau_Phu,10.492098,105.216926,SA,T,2022-07-15,3.0,5500,10.492098,105.216926
Chau_Thanh,10.494104,105.291042,SA,D,2022-07-15,1.76,6500,10.494104,105.291042
Chau_Phu,10.494453,105.241281,SA,T,2022-07-15,4.3,6000,10.494453,105.241281
Chau_Phu,10.501829,105.273585,SA,T,2022-07-15,3.5,6500,10.501829,105.273585
Chau_Phu,10.50203,105.222373,SA,T,2022-07-15,3.5,5500,10.50203,105.222373
Chau_Phu,10.502728,105.233111,SA,T,2022-07-15,3.0,6400,10.502728,105.233111
Chau_Phu,10.50915,105.265098,SA,T,2022-07-15,2.43,6000,10.50915,105.265098
Chau_Phu,10.510542,105.248554,SA,T,2022-07-15,3.4,5500,10.510542,105.248554
Chau_Thanh,10.375656,105.29185,SA,T,2022-07-17,5.83,6000,10.375656,105.29185
Chau_Thanh,10.378696,105.309113,SA,T,2022-07-17,1.32,6000,10.378696,105.309113
Chau_Thanh,10.386495,105.284636,SA,T,2022-07-17,1.98,6500,10.386495,105.284636
Chau_Thanh,10.396712,105.324921,SA,T,2022-07-17,2.53,5500,10.396712,105.324921
Chau_Thanh,10.396951,105.281083,SA,T,2022-07-17,3.3,5500,10.396951,105.281083
Chau_Thanh,10.415137,105.316832,SA,T,2022-07-17,2.42,6400,10.415137,105.316832
Chau_Thanh,10.421158,105.237197,SA,T,2022-07-17,1.76,6000,10.421158,105.237197
Chau_Thanh,10.370371,105.275589,SA,T,2022-07-19,3.0,6400,10.370371,105.275589
Chau_Thanh,10.374004,105.228649,SA,T,2022-07-19,4.95,6000,10.374004,105.228649
Chau_Thanh,10.374524,105.255016,SA,T,2022-07-19,4.0,6400,10.374524,105.255016
Chau_Thanh,10.375756,105.208993,SA,T,2022-07-19,1.98,6000,10.375756,105.208993
Chau_Thanh,10.392248,105.227502,SA,T,2022-07-19,2.2,6500,10.392248,105.227502
Chau_Thanh,10.394517,105.260713,SA,T,2022-07-19,4.4,5500,10.394517,105.260713
Chau_Thanh,10.402927,105.235656,SA,T,2022-07-19,1.98,5500,10.402927,105.235656
Chau_Thanh,10.404721,105.258428,SA,T,2022-07-19,5.0,6400,10.404721,105.258428
Chau_Thanh,10.406199,105.248616,SA,T,2022-07-19,6.05,6500,10.406199,105.248616
Thoai_Son,10.195117,105.200047,SA,T,2022-07-20,3.2,5600,10.195117,105.200047
Thoai_Son,10.205563,105.193771,SA,T,2022-07-20,2.1,5600,10.205563,105.193771
Thoai_Son,10.208515,105.202809,SA,T,2022-07-20,2.67,6400,10.208515,105.202809
Thoai_Son,10.212886,105.174836,SA,T,2022-07-20,2.4,5600,10.212886,105.174836
Thoai_Son,10.214156,105.214175,SA,T,2022-07-20,5.0,6000,10.214156,105.214175
Thoai_Son,10.227394,105.164987,SA,T,2022-07-20,3.0,5600,10.227394,105.164987
Thoai_Son,10.232673,105.15164,SA,T,2022-07-20,4.0,5600,10.232673,105.15164
Thoai_Son,10.245058,105.178415,SA,T,2022-07-20,1.7,5600,10.245058,105.178415
Thoai_Son,10.246984,105.216849,SA,T,2022-07-20,4.0,5600,10.246984,105.216849
Thoai_Son,10.248814,105.361138,SA,T,2022-07-20,5.0,5600,10.248814,105.361138
Thoai_Son,10.249044,105.347198,SA,T,2022-07-20,3.5,6000,10.249044,105.347198
Thoai_Son,10.254048,105.172039,SA,T,2022-07-20,3.6,5600,10.254048,105.172039
Thoai_Son,10.258961,105.323388,SA,T,2022-07-20,3.0,6000,10.258961,105.323388
Thoai_Son,10.265977,105.125368,SA,T,2022-07-20,2.0,5600,10.265977,105.125368
Thoai_Son,10.268095,105.344826,SA,T,2022-07-20,1.5,6000,10.268095,105.344826
Thoai_Son,10.268524,105.337611,SA,T,2022-07-20,2.0,6000,10.268524,105.337611
Thoai_Son,10.272277,105.291556,SA,T,2022-07-20,1.5,6000,10.272277,105.291556
Thoai_Son,10.277579,105.307934,SA,T,2022-07-20,2.3,6000,10.277579,105.307934
Thoai_Son,10.282365,105.276189,SA,T,2022-07-20,1.91,5600,10.282365,105.276189
Thoai_Son,10.282445,105.330149,SA,T,2022-07-20,2.04,5440,10.282445,105.330149
Thoai_Son,10.298963,105.275991,SA,T,2022-07-20,2.1,6000,10.298963,105.275991
Thoai_Son,10.303589,105.234936,SA,T,2022-07-20,2.0,6000,10.303589,105.234936
Thoai_Son,10.306769,105.34023,SA,T,2022-07-20,2.1,6000,10.306769,105.34023
Thoai_Son,10.3154,105.280846,SA,T,2022-07-20,2.3,6000,10.3154,105.280846
Thoai_Son,10.316024,105.309873,SA,T,2022-07-20,1.39,5600,10.316024,105.309873
Thoai_Son,10.319903,105.230831,SA,T,2022-07-20,1.62,6000,10.319903,105.230831
Thoai_Son,10.320371,105.259016,SA,T,2022-07-20,1.52,5600,10.320371,105.259016
Thoai_Son,10.325047,105.251136,SA,T,2022-07-20,2.0,5600,10.325047,105.251136
Thoai_Son,10.327284,105.359541,SA,T,2022-07-20,5.0,6000,10.327284,105.359541
Thoai_Son,10.327543,105.350908,SA,T,2022-07-20,2.0,6160,10.327543,105.350908
Thoai_Son,10.327617,105.33024,SA,T,2022-07-20,2.95,5600,10.327617,105.33024
Thoai_Son,10.33114,105.278682,SA,T,2022-07-20,2.1,5600,10.33114,105.278682
Thoai_Son,10.337977,105.288583,SA,T,2022-07-20,2.1,5600,10.337977,105.288583
Thoai_Son,10.339092,105.325101,SA,T,2022-07-20,1.5,5600,10.339092,105.325101
Thoai_Son,10.342217,105.346028,SA,T,2022-07-20,3.0,5600,10.342217,105.346028
Thoai_Son,10.342299,105.365285,SA,T,2022-07-20,4.0,6000,10.342299,105.365285
Thoai_Son,10.345924,105.270456,SA,T,2022-07-20,1.5,5200,10.345924,105.270456
Chau_Thanh,10.400449,105.171793,SA,T,2022-07-20,1.43,5500,10.400449,105.171793
Chau_Thanh,10.412311,105.176834,SA,T,2022-07-20,1.54,6500,10.412311,105.176834
Chau_Thanh,10.417324,105.208881,SA,T,2022-07-20,3.3,5500,10.417324,105.208881
Chau_Thanh,10.426155,105.176598,SA,T,2022-07-20,2.09,6000,10.426155,105.176598
Chau_Thanh,10.427104,105.210954,SA,T,2022-07-20,1.65,5500,10.427104,105.210954
Chau_Thanh,10.447684,105.190977,SA,T,2022-07-20,1.98,6500,10.447684,105.190977
Chau_Thanh,10.44819,105.181879,SA,T,2022-07-20,3.245,6000,10.44819,105.181879
Chau_Thanh,10.452718,105.220233,SA,T,2022-07-20,1.32,6000,10.452718,105.220233
Chau_Thanh,10.452795,105.21348,SA,T,2022-07-20,1.43,6500,10.452795,105.21348
Chau_Thanh,10.458467,105.196191,SA,T,2022-07-20,1.87,6500,10.458467,105.196191
Chau_Thanh,10.459704,105.218744,SA,T,2022-07-20,1.65,5500,10.459704,105.218744
Chau_Thanh,10.460493,105.209967,SA,T,2022-07-20,2.2,6000,10.460493,105.209967
Chau_Phu,10.463816,105.133945,SA,T,2022-07-20,1.7,6500,10.463816,105.133945
Chau_Thanh,10.465667,105.225904,SA,T,2022-07-20,1.65,6400,10.465667,105.225904
Chau_Phu,10.48065,105.130089,SA,T,2022-07-20,2.0,5500,10.48065,105.130089
Chau_Phu,10.501648,105.096892,SA,T,2022-07-20,1.2,6000,10.501648,105.096892
Chau_Phu,10.510203,105.111601,SA,T,2022-07-20,2.1,5500,10.510203,105.111601
Chau_Phu,10.521154,105.115666,SA,D,2022-07-20,3.0,5500,10.521154,105.115666
Chau_Phu,10.534074,105.126326,SA,T,2022-07-20,3.0,6400,10.534074,105.126326
Thoai_Son,10.358094,105.189541,SA,T,2022-07-21,2.0,5600,10.358094,105.189541
Thoai_Son,10.358727,105.222371,SA,T,2022-07-21,2.0,5600,10.358727,105.222371
Thoai_Son,10.365734,105.267634,SA,T,2022-07-21,2.5,5600,10.365734,105.267634
Thoai_Son,10.368014,105.238516,SA,T,2022-07-21,6.2,5600,10.368014,105.238516
Thoai_Son,10.244181,105.230614,SA,T,2022-07-22,2.3,6400,10.244181,105.230614
Thoai_Son,10.250745,105.24539,SA,T,2022-07-22,3.0,5200,10.250745,105.24539
Thoai_Son,10.275776,105.258985,SA,T,2022-07-22,1.5,5600,10.275776,105.258985
Thoai_Son,10.280407,105.223352,SA,T,2022-07-22,1.88,5600,10.280407,105.223352
Thoai_Son,10.281994,105.246519,SA,T,2022-07-22,3.2,5600,10.281994,105.246519
Thoai_Son,10.283233,105.260351,SA,T,2022-07-22,5.0,5600,10.283233,105.260351
Thoai_Son,10.284315,105.252391,SA,T,2022-07-22,3.3,5600,10.284315,105.252391
Thoai_Son,10.287565,105.192862,SA,T,2022-07-23,2.2,5600,10.287565,105.192862
Thoai_Son,10.290816,105.182958,SA,T,2022-07-23,2.0,5600,10.290816,105.182958
Thoai_Son,10.299014,105.215448,SA,T,2022-07-23,3.0,5600,10.299014,105.215448
Thoai_Son,10.303766,105.203102,SA,T,2022-07-23,2.2,5600,10.303766,105.203102
Thoai_Son,10.309139,105.215737,SA,T,2022-07-23,3.6,6000,10.309139,105.215737
Thoai_Son,10.318227,105.218967,SA,T,2022-07-23,3.5,6000,10.318227,105.218967
Thoai_Son,10.319027,105.191902,SA,T,2022-07-23,4.0,5200,10.319027,105.191902
Thoai_Son,10.321392,105.177554,SA,T,2022-07-23,6.0,6000,10.321392,105.177554
Thoai_Son,10.327832,105.216844,SA,T,2022-07-23,6.0,5600,10.327832,105.216844
Thoai_Son,10.337185,105.197822,SA,T,2022-07-23,3.0,5600,10.337185,105.197822
Thoai_Son,10.346876,105.206507,SA,T,2022-07-23,4.0,5600,10.346876,105.206507
Thoai_Son,10.262681,105.14739,SA,T,2022-07-25,5.0,6520,10.262681,105.14739
Thoai_Son,10.284027,105.15814,SA,T,2022-07-25,3.2,5600,10.284027,105.15814
Thoai_Son,10.297494,105.145318,SA,T,2022-07-25,9.0,5600,10.297494,105.145318
Thoai_Son,10.30701,105.130668,SA,T,2022-07-25,4.9,5600,10.30701,105.130668
Thoai_Son,10.320247,105.141848,SA,T,2022-07-25,2.5,5600,10.320247,105.141848
Thoai_Son,10.325825,105.129268,SA,T,2022-07-25,5.0,5600,10.325825,105.129268
Chau_Thanh,10.399444,105.118528,SA,T,2022-07-26,1.65,6000,10.399444,105.118528
Chau_Thanh,10.399645,105.141286,SA,T,2022-07-26,5.5,5500,10.399645,105.141286
Chau_Thanh,10.403175,105.123726,SA,D,2022-07-26,4.4,6000,10.403175,105.123726
Chau_Thanh,10.407581,105.1521,SA,T,2022-07-26,2.75,6400,10.407581,105.1521
Chau_Thanh,10.407982,105.123304,SA,D,2022-07-26,2.75,5500,10.407982,105.123304
Chau_Thanh,10.408214,105.131329,SA,T,2022-07-26,1.98,5500,10.408214,105.131329
Chau_Thanh,10.414613,105.125615,SA,T,2022-07-26,3.85,6000,10.414613,105.125615
Chau_Thanh,10.415236,105.156765,SA,T,2022-07-26,1.54,6000,10.415236,105.156765
Chau_Thanh,10.419552,105.116409,SA,D,2022-07-26,3.3,6000,10.419552,105.116409
Chau_Thanh,10.420174,105.16361,SA,T,2022-07-26,2.2,6600,10.420174,105.16361
Chau_Thanh,10.421066,105.136822,SA,D,2022-07-26,2.75,6000,10.421066,105.136822
Chau_Thanh,10.422463,105.151846,SA,T,2022-07-26,2.75,6000,10.422463,105.151846
Chau_Thanh,10.42324,105.126544,SA,D,2022-07-26,1.87,6000,10.42324,105.126544
Chau_Thanh,10.429142,105.151556,SA,T,2022-07-26,3.08,6500,10.429142,105.151556
Chau_Thanh,10.429212,105.141436,SA,D,2022-07-26,1.21,6000,10.429212,105.141436
Chau_Thanh,10.429339,105.125493,SA,D,2022-07-26,3.3,6000,10.429339,105.125493
Chau_Thanh,10.43062,105.165627,SA,T,2022-07-26,1.65,5500,10.43062,105.165627
Chau_Thanh,10.438048,105.153225,SA,T,2022-07-26,5.5,6400,10.438048,105.153225
Chau_Thanh,10.406597,105.221367,SA,T,2022-07-28,1.32,6000,10.406597,105.221367
Chau_Thanh,10.407515,105.229231,SA,T,2022-07-28,3.3,6000,10.407515,105.229231
Chau_Thanh,10.410742,105.220616,SA,T,2022-07-28,2.53,6000,10.410742,105.220616
Chau_Thanh,10.412925,105.251545,SA,T,2022-07-28,2.2,5500,10.412925,105.251545
Chau_Thanh,10.413742,105.22261,SA,T,2022-07-28,1.65,6000,10.413742,105.22261
Chau_Thanh,10.413908,105.234515,SA,T,2022-07-28,1.65,5500,10.413908,105.234515
Chau_Thanh,10.417011,105.261676,SA,T,2022-07-28,1.54,6400,10.417011,105.261676
Chau_Thanh,10.420483,105.223648,SA,T,2022-07-28,3.08,6000,10.420483,105.223648
Chau_Thanh,10.430085,105.221996,SA,D,2022-07-28,2.75,6000,10.430085,105.221996
Chau_Thanh,10.432459,105.260003,SA,T,2022-07-28,3.3,5500,10.432459,105.260003
Chau_Thanh,10.436907,105.236241,SA,T,2022-07-28,1.375,6000,10.436907,105.236241
Chau_Thanh,10.443488,105.236111,SA,T,2022-07-28,1.65,5500,10.443488,105.236111
Chau_Thanh,10.451085,105.243664,SA,T,2022-07-28,1.43,6600,10.451085,105.243664
Chau_Thanh,10.467229,105.24767,SA,T,2022-07-28,1.54,5500,10.467229,105.24767
Chau_Phu,10.505349,105.165087,SA,T,2022-07-28,1.7,6000,10.505349,105.165087
Chau_Phu,10.51191,105.170596,SA,T,2022-07-28,1.7,6500,10.51191,105.170596
Chau_Phu,10.521024,105.146349,SA,T,2022-07-28,1.5,6000,10.521024,105.146349
Chau_Phu,10.522164,105.178664,SA,T,2022-07-28,3.6,5500,10.522164,105.178664
Chau_Phu,10.534615,105.134916,SA,T,2022-07-28,2.56,6000,10.534615,105.134916
Chau_Phu,10.542192,105.18792,SA,T,2022-07-28,1.4,6500,10.542192,105.18792
Chau_Phu,10.546629,105.163964,SA,T,2022-07-28,2.0,6500,10.546629,105.163964
Chau_Phu,10.546679,105.126512,SA,D,2022-07-28,1.74,6400,10.546679,105.126512
Chau_Phu,10.546857,105.181035,SA,T,2022-07-28,2.6,5500,10.546857,105.181035
Chau_Phu,10.547628,105.146859,SA,T,2022-07-28,1.65,6500,10.547628,105.146859
Chau_Phu,10.555822,105.1711,SA,T,2022-07-28,1.95,5500,10.555822,105.1711
Chau_Phu,10.560601,105.1792,SA,T,2022-07-28,2.0,6400,10.560601,105.1792
Chau_Phu,10.565735,105.172074,SA,T,2022-07-28,2.0,5500,10.565735,105.172074
Chau_Thanh,10.354744,105.336739,SA,T,2022-08-04,1.6,5500,10.354744,105.336739
Chau_Thanh,10.359519,105.360913,SA,T,2022-08-04,4.0,6400,10.359519,105.360913
Chau_Thanh,10.363786,105.288188,SA,T,2022-08-04,2.8,6000,10.363786,105.288188
Chau_Thanh,10.369692,105.29684,SA,T,2022-08-04,4.0,5500,10.369692,105.29684
Chau_Thanh,10.374447,105.330923,SA,T,2022-08-04,3.2,6500,10.374447,105.330923
Chau_Thanh,10.38045,105.349866,SA,T,2022-08-04,2.5,5500,10.38045,105.349866
Chau_Phu,10.548566,105.198194,SA,T,2022-08-05,2.7,6400,10.548566,105.198194
Chau_Phu,10.557257,105.1886,SA,T,2022-08-05,1.8,5500,10.557257,105.1886
Chau_Phu,10.565493,105.106594,SA,D,2022-08-05,3.0,6500,10.565493,105.106594
Chau_Phu,10.56984,105.190938,SA,T,2022-08-05,2.3,6500,10.56984,105.190938
Chau_Phu,10.571202,105.135919,SA,T,2022-08-05,1.8,6000,10.571202,105.135919
Chau_Phu,10.571793,105.16066,SA,T,2022-08-05,4.0,5500,10.571793,105.16066
Chau_Phu,10.576126,105.183375,SA,T,2022-08-05,1.5,5500,10.576126,105.183375
Chau_Phu,10.58174,105.119446,SA,T,2022-08-05,2.0,5500,10.58174,105.119446
Chau_Phu,10.585739,105.193578,SA,T,2022-08-05,2.3,5500,10.585739,105.193578
Chau_Phu,10.588345,105.091229,SA,T,2022-08-05,1.45,6000,10.588345,105.091229
Chau_Phu,10.590564,105.128439,SA,T,2022-08-05,5.0,6000,10.590564,105.128439
Chau_Phu,10.592696,105.11414,SA,T,2022-08-05,5.0,6000,10.592696,105.11414
Chau_Phu,10.59278,105.103464,SA,T,2022-08-05,1.6,6000,10.59278,105.103464
Chau_Phu,10.593644,105.075243,SA,T,2022-08-05,2.0,6000,10.593644,105.075243
Chau_Phu,10.608536,105.076041,SA,T,2022-08-05,1.3,6000,10.608536,105.076041
Chau_Phu,10.612095,105.141919,SA,T,2022-08-05,2.5,6400,10.612095,105.141919
Chau_Phu,10.612317,105.116551,SA,T,2022-08-05,1.65,5500,10.612317,105.116551
Chau_Phu,10.619493,105.095029,SA,T,2022-08-05,2.3,6400,10.619493,105.095029
Chau_Phu,10.623506,105.132794,SA,T,2022-08-05,5.0,6000,10.623506,105.132794
Chau_Phu,10.625462,105.098238,SA,T,2022-08-05,3.6,6500,10.625462,105.098238
Chau_Phu,10.628311,105.12253,SA,T,2022-08-05,2.0,6500,10.628311,105.12253
Chau_Phu,10.634849,105.13078,SA,T,2022-08-05,4.0,6000,10.634849,105.13078
Chau_Phu,10.636733,105.155635,SA,T,2022-08-05,3.2,6600,10.636733,105.155635
Chau_Phu,10.649258,105.142121,SA,D,2022-08-05,1.75,6000,10.649258,105.142121
Chau_Phu,10.663484,105.168203,SA,D,2022-08-05,3.0,6500,10.663484,105.168203
Chau_Phu,10.585209,105.164803,SA,D,2022-08-09,2.3,5500,10.585209,105.164803
Chau_Phu,10.594603,105.175686,SA,D,2022-08-09,2.2,6600,10.594603,105.175686
Chau_Phu,10.603991,105.147312,SA,D,2022-08-09,3.34,6000,10.603991,105.147312
Chau_Phu,10.605148,105.164514,SA,D,2022-08-09,3.0,5500,10.605148,105.164514
Chau_Phu,10.615175,105.153736,SA,D,2022-08-09,2.3,6500,10.615175,105.153736
Chau_Phu,10.619835,105.201297,SA,T,2022-08-09,1.91,5500,10.619835,105.201297
Chau_Phu,10.621354,105.162316,SA,D,2022-08-09,2.0,6400,10.621354,105.162316
Chau_Phu,10.633572,105.172813,SA,D,2022-08-09,2.5,6400,10.633572,105.172813
